lat,lng,set
53.153445,-1.578833,OSM
53.138829,-1.554530,OSM
53.138882,-1.554713,OSM
53.134750,-1.548557,OSM
53.133236,-1.552788,OSM
53.126541,-1.551711,OSM
53.140326,-1.546824,OSM
53.139120,-1.541634,OSM
53.137445,-1.547206,OSM
53.137447,-1.542022,OSM
53.142026,-1.550561,OSM
53.143514,-1.540871,OSM
53.143673,-1.556297,OSM
53.144123,-1.549443,OSM
53.144165,-1.543138,OSM
53.145436,-1.552586,OSM
53.141761,-1.557591,OSM
53.146515,-1.561945,OSM
53.142555,-1.560282,OSM
53.149969,-1.564969,OSM
53.137656,-1.556751,OSM
53.135262,-1.556197,OSM
53.120681,-1.563273,OSM
53.121906,-1.563029,OSM
53.122427,-1.562189,OSM
53.121992,-1.566094,OSM
53.130989,-1.560480,OSM
53.116855,-1.561189,OSM
53.112508,-1.562563,OSM
53.109051,-1.560822,OSM
53.106642,-1.562754,OSM
53.104633,-1.565243,OSM
53.107538,-1.556224,OSM
53.073916,-1.576384,OSM
53.076393,-1.569896,OSM
53.076440,-1.575761,OSM
53.068236,-1.652146,OSM
53.077116,-1.624219,OSM
53.075890,-1.612965,OSM
53.080759,-1.573303,OSM
53.082296,-1.574001,OSM
53.077637,-1.577328,OSM
53.082094,-1.574607,OSM
53.087612,-1.572642,OSM
53.092548,-1.569450,OSM
53.093479,-1.566694,OSM
53.083448,-1.553616,OSM
53.086146,-1.656189,OSM
53.083865,-1.656176,OSM
53.084630,-1.658557,OSM
53.098663,-1.663184,OSM
53.109985,-1.629097,OSM
53.116017,-1.637188,OSM
53.112760,-1.659354,OSM
53.094897,-1.584314,OSM
53.100695,-1.588645,OSM
53.101478,-1.589434,OSM
53.101986,-1.586032,OSM
53.072911,-1.579149,OSM
53.079480,-1.582092,OSM
53.103209,-1.525955,OSM
53.107237,-1.524526,OSM
53.103313,-1.516780,OSM
53.102655,-1.513442,OSM
53.105617,-1.517374,OSM
53.073609,-1.474743,OSM
53.078517,-1.477134,OSM
53.084252,-1.478638,OSM
53.087504,-1.481481,OSM
53.090055,-1.485815,OSM
53.085957,-1.496623,OSM
53.081981,-1.494603,OSM
53.131977,-1.518681,OSM
53.136925,-1.520150,OSM
53.132092,-1.509449,OSM
53.114142,-1.509397,OSM
53.111580,-1.478173,OSM
53.089292,-1.468783,OSM
53.084710,-1.503825,OSM
53.085517,-1.506266,OSM
53.094788,-1.517506,OSM
53.101035,-1.537321,OSM
53.092172,-1.532169,OSM
53.124209,-1.551908,OSM
53.128017,-1.539253,OSM
53.148443,-1.535640,OSM
53.216981,-1.668377,OSM
53.192429,-1.651946,OSM
53.223479,-1.672071,OSM
53.215850,-1.677926,OSM
53.218876,-1.692545,OSM
53.212058,-1.680498,OSM
53.219405,-1.672817,OSM
53.209445,-1.672560,OSM
53.207194,-1.669260,OSM
53.213871,-1.678677,OSM
53.212390,-1.674225,OSM
53.213522,-1.674548,OSM
53.208603,-1.677754,OSM
53.208201,-1.679624,OSM
53.194664,-1.695589,OSM
53.195956,-1.777318,OSM
53.177609,-1.671363,OSM
53.165918,-1.708553,OSM
53.240582,-1.723892,OSM
53.242509,-1.715358,OSM
53.248361,-1.682166,OSM
53.246246,-1.666843,OSM
53.236609,-1.705112,OSM
53.242039,-1.698364,OSM
53.225763,-1.625160,OSM
53.221580,-1.702752,OSM
53.224452,-1.705992,OSM
53.224705,-1.710907,OSM
53.215826,-1.739728,OSM
53.251478,-1.627135,OSM
53.247855,-1.623643,OSM
53.249122,-1.617651,OSM
53.252069,-1.623423,OSM
53.245745,-1.614701,OSM
53.242625,-1.702251,OSM
53.235537,-1.640429,OSM
53.175179,-1.686664,OSM
53.173956,-1.690366,OSM
53.172474,-1.682220,OSM
53.176263,-1.684419,OSM
53.048676,-1.396701,OSM
53.050553,-1.402495,OSM
53.051706,-1.397717,OSM
53.053075,-1.405654,OSM
53.057543,-1.407795,OSM
53.048758,-1.406482,OSM
53.050430,-1.407676,OSM
53.051724,-1.417396,OSM
53.046371,-1.413412,OSM
53.053824,-1.417086,OSM
53.054412,-1.413635,OSM
53.042669,-1.399940,OSM
53.044245,-1.390463,OSM
53.063028,-1.401235,OSM
53.043341,-1.407486,OSM
53.043082,-1.413781,OSM
53.053945,-1.396392,OSM
53.069380,-1.419296,OSM
53.059378,-1.434239,OSM
53.048644,-1.378269,OSM
53.047568,-1.386115,OSM
53.037711,-1.404098,OSM
53.039216,-1.408580,OSM
53.033185,-1.413042,OSM
53.033147,-1.405408,OSM
53.034638,-1.427354,OSM
53.019095,-1.425063,OSM
53.022968,-1.416271,OSM
53.013005,-1.411229,OSM
53.017582,-1.395822,OSM
53.024477,-1.382783,OSM
53.021118,-1.390450,OSM
53.014078,-1.431937,OSM
53.042717,-1.381263,OSM
53.047250,-1.377797,OSM
53.041693,-1.374874,OSM
53.034853,-1.377126,OSM
53.039834,-1.386648,OSM
53.075403,-1.400391,OSM
53.069628,-1.398205,OSM
53.075012,-1.390198,OSM
53.073439,-1.392829,OSM
53.074637,-1.405290,OSM
53.096872,-1.383505,OSM
53.094469,-1.376084,OSM
53.074239,-1.382761,OSM
53.080932,-1.374635,OSM
53.081518,-1.388188,OSM
53.100174,-1.352967,OSM
53.106328,-1.342456,OSM
53.110475,-1.339905,OSM
53.101464,-1.329805,OSM
53.108580,-1.317846,OSM
53.106281,-1.333652,OSM
53.103250,-1.343144,OSM
53.100607,-1.335666,OSM
53.102515,-1.333380,OSM
53.095288,-1.333054,OSM
53.095796,-1.346081,OSM
53.096967,-1.339555,OSM
53.071793,-1.374844,OSM
53.070940,-1.369237,OSM
53.068962,-1.365811,OSM
53.068623,-1.358085,OSM
53.066524,-1.368189,OSM
53.056924,-1.369858,OSM
53.062798,-1.368171,OSM
53.079408,-1.367353,OSM
53.074949,-1.369665,OSM
53.074839,-1.364036,OSM
53.075575,-1.358456,OSM
53.081406,-1.361817,OSM
53.081615,-1.356102,OSM
53.088448,-1.370660,OSM
53.071684,-1.342258,OSM
53.070419,-1.335361,OSM
53.079331,-1.361364,OSM
53.084961,-1.372421,OSM
53.116428,-1.368989,OSM
53.118411,-1.326686,OSM
53.122388,-1.335979,OSM
53.120176,-1.353114,OSM
53.119970,-1.356529,OSM
53.142470,-1.349342,OSM
53.147068,-1.332753,OSM
53.141078,-1.345890,OSM
53.137285,-1.350664,OSM
53.144535,-1.340296,OSM
53.130957,-1.339290,OSM
53.125333,-1.345354,OSM
53.130875,-1.335241,OSM
53.146746,-1.445633,OSM
53.119827,-1.413693,OSM
53.126487,-1.452690,OSM
53.120147,-1.402645,OSM
53.126009,-1.406925,OSM
53.126476,-1.410822,OSM
53.116645,-1.448779,OSM
53.128660,-1.418135,OSM
53.150483,-1.413151,OSM
53.149360,-1.420696,OSM
53.148815,-1.451338,OSM
53.139975,-1.444906,OSM
53.133803,-1.417163,OSM
53.140312,-1.401687,OSM
53.138974,-1.393120,OSM
53.136676,-1.385989,OSM
53.128368,-1.391777,OSM
53.133305,-1.380064,OSM
53.130819,-1.389177,OSM
53.129180,-1.395967,OSM
53.101680,-1.375466,OSM
53.092850,-1.393021,OSM
53.097378,-1.388470,OSM
53.100801,-1.388419,OSM
53.096773,-1.381566,OSM
53.098578,-1.383246,OSM
53.092914,-1.379892,OSM
53.092217,-1.370621,OSM
53.098574,-1.376805,OSM
53.094469,-1.376084,OSM
53.094546,-1.385189,OSM
53.096983,-1.428488,OSM
53.097917,-1.418960,OSM
53.091469,-1.419857,OSM
53.082455,-1.445380,OSM
53.095945,-1.440803,OSM
53.103627,-1.429036,OSM
53.102392,-1.434272,OSM
53.093412,-1.441108,OSM
53.093779,-1.437596,OSM
53.095556,-1.434925,OSM
53.114223,-1.444212,OSM
53.101027,-1.461202,OSM
53.028994,-1.452688,OSM
53.029925,-1.455773,OSM
53.032922,-1.447179,OSM
53.005475,-1.431810,OSM
53.013193,-1.439008,OSM
53.011052,-1.453890,OSM
53.008531,-1.436857,OSM
53.005843,-1.437359,OSM
53.001419,-1.439826,OSM
53.002476,-1.443127,OSM
53.008706,-1.425962,OSM
53.002533,-1.480525,OSM
53.030794,-1.462774,OSM
53.005912,-1.480744,OSM
52.997486,-1.477494,OSM
53.021738,-1.450907,OSM
53.020222,-1.457252,OSM
53.015922,-1.462826,OSM
53.008809,-1.462431,OSM
52.999571,-1.459118,OSM
53.005247,-1.459412,OSM
53.002989,-1.460570,OSM
53.027741,-1.485760,OSM
53.026612,-1.480729,OSM
53.028045,-1.477846,OSM
52.993438,-1.491950,OSM
53.034089,-1.474606,OSM
53.024305,-1.478759,OSM
53.034483,-1.467930,OSM
53.025542,-1.474052,OSM
53.029723,-1.474343,OSM
53.029066,-1.466365,OSM
53.023598,-1.475345,OSM
53.023094,-1.473318,OSM
53.017723,-1.473428,OSM
53.016046,-1.476219,OSM
53.010652,-1.461525,OSM
53.017025,-1.481348,OSM
53.023210,-1.483069,OSM
53.025201,-1.458453,OSM
53.022502,-1.481010,OSM
53.017066,-1.485448,OSM
53.017061,-1.485426,OSM
53.012574,-1.481349,OSM
53.019025,-1.484904,OSM
53.020844,-1.486116,OSM
53.042415,-1.446261,OSM
53.051028,-1.449228,OSM
53.026837,-1.506285,OSM
53.041191,-1.503615,OSM
53.022845,-1.565129,OSM
53.060933,-1.480790,OSM
53.066141,-1.466622,OSM
53.072194,-1.468071,OSM
53.053697,-1.480570,OSM
53.057688,-1.480309,OSM
53.055195,-1.477082,OSM
53.058541,-1.482475,OSM
53.050775,-1.461321,OSM
53.049648,-1.435677,OSM
53.038683,-1.479998,OSM
53.060698,-1.466367,OSM
53.065718,-1.460581,OSM
53.021388,-1.525381,OSM
53.020327,-1.540823,OSM
53.016076,-1.558601,OSM
53.016651,-1.553148,OSM
53.006541,-1.547315,OSM
53.001259,-1.543834,OSM
53.014533,-1.579574,OSM
53.078388,-1.529829,OSM
53.034049,-1.570830,OSM
53.028193,-1.585397,OSM
53.038506,-1.578308,OSM
53.031037,-1.493109,OSM
53.031647,-1.486751,OSM
53.034607,-1.490051,OSM
53.019206,-1.501196,OSM
53.023065,-1.497064,OSM
53.006274,-1.508788,OSM
53.010573,-1.511033,OSM
53.002144,-1.524102,OSM
52.993004,-1.514867,OSM
52.979501,-1.474857,OSM
52.982705,-1.493883,OSM
52.994383,-1.495608,OSM
52.986608,-1.487923,OSM
52.988050,-1.490887,OSM
52.989982,-1.491463,OSM
52.978851,-1.485646,OSM
52.973807,-1.480916,OSM
52.984308,-1.489566,OSM
52.984802,-1.499576,OSM
53.016754,-1.734359,OSM
53.015723,-1.737084,OSM
53.012823,-1.743151,OSM
53.013750,-1.724243,OSM
53.009945,-1.721834,OSM
53.007379,-1.728165,OSM
53.010164,-1.741596,OSM
53.015855,-1.731929,OSM
53.022641,-1.721012,OSM
53.024248,-1.725916,OSM
53.020882,-1.727327,OSM
53.018081,-1.732097,OSM
53.016927,-1.731836,OSM
53.020831,-1.734306,OSM
53.017760,-1.734657,OSM
53.009061,-1.725372,OSM
53.015369,-1.724543,OSM
53.006029,-1.712316,OSM
53.012486,-1.731263,OSM
53.005979,-1.724343,OSM
53.040969,-1.707299,OSM
53.048064,-1.692334,OSM
53.052878,-1.688847,OSM
53.042137,-1.736675,OSM
53.048409,-1.741960,OSM
53.005493,-1.677926,OSM
52.997469,-1.699716,OSM
52.989934,-1.686465,OSM
52.990646,-1.703616,OSM
53.003008,-1.711329,OSM
53.036861,-1.657061,OSM
53.031230,-1.655575,OSM
53.067697,-1.671364,OSM
53.070441,-1.688111,OSM
53.010704,-1.668591,OSM
53.007419,-1.666028,OSM
53.052257,-1.651337,OSM
53.049846,-1.647518,OSM
53.039885,-1.643844,OSM
53.086621,-1.721742,OSM
53.093265,-1.761832,OSM
53.089665,-1.698675,OSM
53.066839,-1.736919,OSM
53.068958,-1.741144,OSM
53.060586,-1.641083,OSM
53.028303,-1.754990,OSM
53.085095,-1.811602,OSM
53.096145,-1.839131,OSM
53.125479,-1.850732,OSM
53.050966,-1.758321,OSM
53.048853,-1.769139,OSM
53.054908,-1.799179,OSM
53.008583,-1.757893,OSM
53.041775,-1.794493,OSM
53.035941,-1.827606,OSM
53.026272,-1.837976,OSM
53.011767,-1.810266,OSM
52.981312,-1.732055,OSM
52.979011,-1.726880,OSM
52.959579,-1.724241,OSM
52.993615,-1.800225,OSM
52.977937,-1.815453,OSM
52.967758,-1.778873,OSM
52.966707,-1.803936,OSM
52.970374,-1.785968,OSM
52.987694,-1.775384,OSM
52.969490,-1.753414,OSM
52.940328,-1.754550,OSM
52.935176,-1.756443,OSM
52.939325,-1.800438,OSM
53.097020,-1.805766,OSM
53.089607,-1.793743,OSM
53.092306,-1.818135,OSM
53.001070,-1.753289,OSM
53.002637,-1.842417,OSM
52.981109,-1.824950,OSM
52.987342,-1.827744,OSM
53.012092,-1.772792,OSM
53.030902,-1.802397,OSM
53.001056,-1.767224,OSM
52.999992,-1.781880,OSM
53.006855,-1.768023,OSM
52.939380,-1.627323,OSM
52.969619,-1.645652,OSM
52.947316,-1.661906,OSM
52.960157,-1.701679,OSM
52.971173,-1.675531,OSM
52.973766,-1.641119,OSM
52.984278,-1.605363,OSM
52.955219,-1.611694,OSM
52.950583,-1.634531,OSM
52.969753,-1.623993,OSM
52.973341,-1.620502,OSM
52.969467,-1.621230,OSM
52.944051,-1.723977,OSM
52.934485,-1.675669,OSM
52.926885,-1.661702,OSM
53.020177,-1.654087,OSM
53.015578,-1.628876,OSM
53.019051,-1.635528,OSM
53.020711,-1.621137,OSM
53.021524,-1.616600,OSM
53.033610,-1.613658,OSM
53.026135,-1.605917,OSM
52.955331,-1.661550,OSM
53.041151,-1.617326,OSM
53.048204,-1.601558,OSM
53.006285,-1.713592,OSM
52.939115,-1.569743,OSM
52.946236,-1.571809,OSM
52.930722,-1.817120,OSM
52.922955,-1.579672,OSM
52.961712,-1.600475,OSM
52.944959,-1.586357,OSM
52.980272,-1.567449,OSM
52.992527,-1.573755,OSM
52.983271,-1.578444,OSM
53.001297,-1.578802,OSM
52.917228,-1.738843,OSM
52.918717,-1.732878,OSM
52.923770,-1.643665,OSM
52.937777,-1.640952,OSM
52.931411,-1.607696,OSM
52.860747,-1.770398,OSM
52.859339,-1.788924,OSM
52.873599,-1.760168,OSM
52.859618,-1.749133,OSM
52.853353,-1.770256,OSM
52.885694,-1.747019,OSM
52.916746,-1.760047,OSM
52.885811,-1.762186,OSM
52.898064,-1.767730,OSM
52.899452,-1.653162,OSM
52.916542,-1.622881,OSM
52.910715,-1.651172,OSM
52.901704,-1.817047,OSM
52.904235,-1.824665,OSM
52.907231,-1.827995,OSM
52.905092,-1.828984,OSM
52.900608,-1.824550,OSM
52.897182,-1.797924,OSM
52.914014,-1.796979,OSM
52.899520,-1.694057,OSM
52.893872,-1.703963,OSM
52.899520,-1.665631,OSM
52.883595,-1.721709,OSM
52.865710,-1.687292,OSM
52.863767,-1.682925,OSM
52.866899,-1.680463,OSM
52.883328,-1.639570,OSM
52.872966,-1.637447,OSM
52.863836,-1.652632,OSM
52.871256,-1.628327,OSM
52.872045,-1.625320,OSM
52.884250,-1.601238,OSM
52.866813,-1.635759,OSM
52.869038,-1.714338,OSM
52.874308,-1.678968,OSM
52.871316,-1.635167,OSM
52.870721,-1.543493,OSM
52.865816,-1.542650,OSM
52.871795,-1.547364,OSM
52.878812,-1.549356,OSM
52.853293,-1.565419,OSM
52.853718,-1.580278,OSM
52.851899,-1.560488,OSM
52.853182,-1.552420,OSM
52.834907,-1.525420,OSM
52.835949,-1.504767,OSM
52.835494,-1.546006,OSM
52.829147,-1.540537,OSM
52.839600,-1.550048,OSM
52.835741,-1.561766,OSM
52.838718,-1.541783,OSM
52.835064,-1.540513,OSM
52.863399,-1.614314,OSM
52.852317,-1.603969,OSM
52.849803,-1.604207,OSM
52.894907,-1.624151,OSM
52.880317,-1.598376,OSM
52.877704,-1.602816,OSM
52.889056,-1.572841,OSM
52.891911,-1.588952,OSM
52.880824,-1.604470,OSM
52.877282,-1.589788,OSM
52.959186,-1.315442,OSM
52.963187,-1.307990,OSM
52.961432,-1.326979,OSM
52.944296,-1.351936,OSM
52.937793,-1.309012,OSM
52.960392,-1.305539,OSM
52.954698,-1.296415,OSM
52.958227,-1.300400,OSM
52.956880,-1.329164,OSM
52.955064,-1.321706,OSM
52.958211,-1.322041,OSM
52.953561,-1.306038,OSM
52.953560,-1.305983,OSM
52.969997,-1.301812,OSM
52.963662,-1.299908,OSM
52.961311,-1.295885,OSM
52.968136,-1.298876,OSM
52.970283,-1.297384,OSM
52.966726,-1.322611,OSM
52.975784,-1.302529,OSM
52.966260,-1.304917,OSM
52.969932,-1.309229,OSM
52.977947,-1.295626,OSM
52.971289,-1.356951,OSM
53.000367,-1.414780,OSM
53.002364,-1.424429,OSM
52.991216,-1.407369,OSM
52.981954,-1.354193,OSM
52.970208,-1.416167,OSM
52.982339,-1.401858,OSM
52.984243,-1.411306,OSM
52.980522,-1.422003,OSM
52.967878,-1.427366,OSM
52.996897,-1.394277,OSM
52.995073,-1.396666,OSM
52.957021,-1.380356,OSM
52.961199,-1.375711,OSM
52.976063,-1.381880,OSM
52.979058,-1.388731,OSM
52.974574,-1.381053,OSM
52.967031,-1.358826,OSM
52.974520,-1.354194,OSM
52.972870,-1.369481,OSM
52.974256,-1.341481,OSM
52.970648,-1.333267,OSM
52.999135,-1.331992,OSM
52.968496,-1.313838,OSM
52.973866,-1.311294,OSM
52.987310,-1.321098,OSM
52.972197,-1.314807,OSM
52.993113,-1.306876,OSM
52.983064,-1.315064,OSM
52.977579,-1.307154,OSM
52.975376,-1.309283,OSM
52.979051,-1.305994,OSM
52.976795,-1.317908,OSM
52.981955,-1.305701,OSM
52.984596,-1.308354,OSM
52.986389,-1.312424,OSM
52.987511,-1.309716,OSM
52.986184,-1.304006,OSM
52.990152,-1.316767,OSM
52.992450,-1.321203,OSM
52.995409,-1.309735,OSM
52.975564,-1.318443,OSM
52.982016,-1.321189,OSM
52.858110,-1.391744,OSM
52.847810,-1.403166,OSM
52.861123,-1.385144,OSM
52.868089,-1.342894,OSM
52.871203,-1.361595,OSM
52.868954,-1.356772,OSM
52.870637,-1.340232,OSM
52.863980,-1.339136,OSM
52.898156,-1.305351,OSM
52.902035,-1.311989,OSM
52.896107,-1.327210,OSM
52.897531,-1.318239,OSM
52.889512,-1.364943,OSM
52.883330,-1.394326,OSM
52.906262,-1.380064,OSM
52.904831,-1.372628,OSM
52.906330,-1.366231,OSM
52.888763,-1.391555,OSM
52.906863,-1.380982,OSM
52.909560,-1.380689,OSM
52.911635,-1.378529,OSM
52.909151,-1.369521,OSM
52.906055,-1.386809,OSM
52.896838,-1.349583,OSM
52.894848,-1.342339,OSM
52.894868,-1.336279,OSM
52.918002,-1.372119,OSM
52.921198,-1.374144,OSM
52.924559,-1.371571,OSM
52.916520,-1.314293,OSM
52.918904,-1.307504,OSM
52.819285,-1.401008,OSM
52.803040,-1.396497,OSM
52.805113,-1.381638,OSM
52.831739,-1.426228,OSM
52.829193,-1.427437,OSM
52.832023,-1.438891,OSM
52.816769,-1.450796,OSM
52.815201,-1.432445,OSM
52.822929,-1.424661,OSM
52.825510,-1.424512,OSM
52.821663,-1.424046,OSM
52.821803,-1.432279,OSM
52.823528,-1.428323,OSM
52.826398,-1.430750,OSM
52.853423,-1.477613,OSM
52.853545,-1.471525,OSM
52.855906,-1.515373,OSM
52.866832,-1.517070,OSM
52.841467,-1.449573,OSM
52.838630,-1.481786,OSM
52.853775,-1.453713,OSM
52.812729,-1.468962,OSM
52.811489,-1.479273,OSM
52.805279,-1.483878,OSM
52.870974,-1.429642,OSM
52.869226,-1.442371,OSM
52.873121,-1.440287,OSM
52.876072,-1.435261,OSM
52.868741,-1.438626,OSM
52.877006,-1.443736,OSM
52.870312,-1.432478,OSM
52.864743,-1.438053,OSM
52.866070,-1.434013,OSM
52.823909,-1.433723,OSM
52.862882,-1.441338,OSM
52.801617,-1.401285,OSM
52.804406,-1.389389,OSM
52.835768,-1.288341,OSM
52.835919,-1.280516,OSM
52.832938,-1.283941,OSM
52.835763,-1.278225,OSM
52.839499,-1.281222,OSM
52.839863,-1.275103,OSM
52.841366,-1.339719,OSM
52.841396,-1.348561,OSM
52.842527,-1.337656,OSM
52.840165,-1.338358,OSM
52.838917,-1.337875,OSM
52.844173,-1.337661,OSM
52.843341,-1.332411,OSM
52.837889,-1.344335,OSM
52.849039,-1.338449,OSM
52.849036,-1.338415,OSM
52.816753,-1.328143,OSM
52.814334,-1.333451,OSM
52.847804,-1.325156,OSM
52.847587,-1.308194,OSM
52.822323,-1.370140,OSM
52.844138,-1.345140,OSM
53.009008,-1.378162,OSM
53.020436,-1.363922,OSM
53.005217,-1.345582,OSM
53.013929,-1.350020,OSM
53.016652,-1.343962,OSM
53.012714,-1.341527,OSM
53.007634,-1.345640,OSM
53.004234,-1.351719,OSM
53.010018,-1.349846,OSM
53.009363,-1.355441,OSM
53.014703,-1.359549,OSM
53.017630,-1.361610,OSM
53.017757,-1.366841,OSM
53.013134,-1.354761,OSM
53.013134,-1.354761,OSM
53.010456,-1.360488,OSM
53.011039,-1.334502,OSM
53.003644,-1.336632,OSM
52.999153,-1.340584,OSM
53.026012,-1.371756,OSM
53.029877,-1.374751,OSM
53.009409,-1.339816,OSM
53.018085,-1.358134,OSM
53.010403,-1.368621,OSM
53.024536,-1.375277,OSM
53.009686,-1.367313,OSM
55.186546,-3.597617,OSM
55.115479,-3.608280,OSM
55.075759,-3.598312,OSM
55.072353,-3.604569,OSM
55.090099,-3.590330,OSM
55.071776,-3.610305,OSM
55.099351,-3.584354,OSM
55.076478,-3.607438,OSM
55.086574,-3.593967,OSM
55.106718,-3.580235,OSM
55.066855,-3.604789,OSM
55.079733,-3.600426,OSM
55.040027,-3.462408,OSM
55.133653,-3.625312,OSM
55.069520,-3.610016,OSM
55.095016,-3.586927,OSM
55.103424,-3.584433,OSM
55.095112,-3.575213,OSM
55.069788,-3.612096,OSM
55.069698,-3.614695,OSM
55.066336,-3.592733,OSM
55.066361,-3.598012,OSM
55.063955,-3.605115,OSM
55.066910,-3.611802,OSM
55.068431,-3.601489,OSM
55.100799,-3.580444,OSM
55.073338,-3.592297,OSM
55.070299,-3.595025,OSM
55.069433,-3.587268,OSM
55.171976,-3.544427,OSM
55.090797,-3.561727,OSM
55.095646,-3.580991,OSM
55.072456,-3.599482,OSM
55.098041,-3.567939,OSM
55.068557,-3.576383,OSM
55.094873,-3.564334,OSM
55.089196,-3.515407,OSM
55.057208,-3.509653,OSM
55.051517,-3.465419,OSM
55.049415,-3.598513,OSM
54.993358,-3.408329,OSM
54.987153,-3.560984,OSM
55.029317,-3.454832,OSM
54.985306,-3.516196,OSM
55.021015,-3.446490,OSM
55.054917,-3.604765,OSM
55.064060,-3.592844,OSM
55.001584,-3.522358,OSM
55.059483,-3.579676,OSM
55.020024,-3.581086,OSM
55.051847,-3.592561,OSM
55.045424,-3.602721,OSM
55.062686,-3.518833,OSM
55.064603,-3.584018,OSM
55.070129,-3.523812,OSM
55.033115,-3.405780,OSM
55.002321,-3.420315,OSM
55.003360,-3.572538,OSM
55.253986,-3.436004,OSM
55.306043,-3.451581,OSM
55.326405,-3.447150,OSM
55.327067,-3.431049,OSM
55.335279,-3.441280,OSM
55.333377,-3.440539,OSM
55.335685,-3.433930,OSM
55.332159,-3.437814,OSM
55.330879,-3.433678,OSM
55.338750,-3.448633,OSM
55.331898,-3.443925,OSM
55.333569,-3.444312,OSM
55.240998,-3.398878,OSM
55.115983,-3.356779,OSM
55.127238,-3.452303,OSM
55.130814,-3.439971,OSM
55.215116,-3.415553,OSM
55.108573,-3.410869,OSM
55.052809,-3.386643,OSM
55.133127,-3.443238,OSM
55.155639,-3.405694,OSM
55.226135,-3.463697,OSM
55.080087,-3.342762,OSM
55.215266,-3.415804,OSM
55.219717,-3.410535,OSM
55.117312,-3.366966,OSM
55.095702,-3.421801,OSM
55.128496,-3.441038,OSM
55.126797,-3.439236,OSM
55.160391,-3.437901,OSM
55.142399,-3.370971,OSM
55.122088,-3.351345,OSM
55.124536,-3.361033,OSM
55.162037,-3.247114,OSM
55.128956,-3.352182,OSM
55.174152,-3.343860,OSM
55.124318,-3.350444,OSM
55.161397,-3.350713,OSM
55.125418,-3.357876,OSM
55.123274,-3.358552,OSM
55.120171,-3.355878,OSM
55.119646,-3.358850,OSM
55.016787,-3.140761,OSM
55.020669,-3.156784,OSM
55.045293,-3.196894,OSM
55.026591,-3.145253,OSM
55.023864,-3.133448,OSM
55.057947,-3.259429,OSM
54.985515,-3.346643,OSM
54.988872,-3.254045,OSM
54.985528,-3.338519,OSM
54.973991,-3.280670,OSM
54.990831,-3.256084,OSM
54.978574,-3.331015,OSM
54.993466,-3.257254,OSM
54.991971,-3.260417,OSM
54.988091,-3.259982,OSM
54.990946,-3.252287,OSM
54.987100,-3.257234,OSM
55.022231,-3.276571,OSM
54.987167,-3.264053,OSM
54.983529,-3.201819,OSM
54.984974,-3.184067,OSM
54.986353,-3.175988,OSM
54.993901,-3.252918,OSM
54.982772,-3.268185,OSM
54.988737,-3.248563,OSM
54.981743,-3.258637,OSM
55.021650,-3.209681,OSM
54.991615,-3.243729,OSM
54.977831,-3.261581,OSM
54.986837,-3.262157,OSM
54.982202,-3.251860,OSM
54.992332,-3.247560,OSM
54.989867,-3.242813,OSM
54.983678,-3.174653,OSM
54.973929,-3.124855,OSM
55.148905,-2.996506,OSM
55.146521,-2.992026,OSM
55.151795,-3.004993,OSM
55.150050,-3.008220,OSM
55.259873,-3.166457,OSM
55.320780,-3.203938,OSM
55.222930,-2.980437,OSM
55.153702,-3.010300,OSM
55.302213,-3.199791,OSM
55.150992,-2.998781,OSM
55.200793,-3.082842,OSM
55.274050,-3.182125,OSM
55.256945,-3.177267,OSM
55.075423,-3.006987,OSM
55.051554,-3.076915,OSM
55.078736,-2.952720,OSM
55.086616,-2.926410,OSM
55.097004,-2.894372,OSM
55.103168,-2.949699,OSM
55.077997,-2.953525,OSM
55.094492,-2.968507,OSM
54.991611,-3.067637,OSM
54.997555,-3.063474,OSM
55.002824,-3.064805,OSM
55.004930,-3.062616,OSM
54.995602,-3.071078,OSM
54.993563,-3.061025,OSM
54.991594,-3.108041,OSM
54.994329,-3.067234,OSM
55.004692,-3.059159,OSM
54.996747,-3.057628,OSM
55.008209,-3.082377,OSM
55.157576,-3.707919,OSM
54.916599,-3.595045,OSM
55.080892,-3.634908,OSM
55.141906,-3.694853,OSM
55.142718,-3.781930,OSM
55.135283,-3.810509,OSM
55.146753,-3.659213,OSM
55.151198,-3.669320,OSM
55.097924,-3.660179,OSM
55.094175,-3.648052,OSM
55.085890,-3.633405,OSM
55.103944,-3.759740,OSM
55.147358,-3.722533,OSM
55.167051,-3.811952,OSM
55.137068,-3.753669,OSM
55.073545,-3.620027,OSM
55.085049,-3.639129,OSM
55.141287,-3.778946,OSM
55.080270,-3.625464,OSM
55.100650,-3.647329,OSM
55.027126,-3.697700,OSM
55.070581,-3.630353,OSM
55.060628,-3.609858,OSM
55.062813,-3.621145,OSM
55.068274,-3.619546,OSM
55.060250,-3.619034,OSM
55.063574,-3.626980,OSM
55.064014,-3.612550,OSM
54.923634,-3.573506,OSM
54.874609,-3.598256,OSM
54.979970,-3.622049,OSM
54.873291,-3.595880,OSM
54.903393,-3.615328,OSM
55.035945,-3.830082,OSM
55.007949,-3.726078,OSM
55.045626,-3.725832,OSM
54.896723,-3.676170,OSM
54.942804,-3.594143,OSM
55.038159,-3.619962,OSM
55.055214,-3.640506,OSM
54.894286,-3.643920,OSM
55.081814,-3.622132,OSM
54.982032,-3.773543,OSM
55.064738,-3.770158,OSM
55.071030,-3.620888,OSM
