x,y,value
287.0000002,-55,45861.824862670896
289.0000002,-55,18026.54358520508
291.0000002,-55,9404.642166137695
293.0000002,-55,348.69074096679685
285.0000002,-52.9999998,8321.600024414063
287.0000002,-52.9999998,14550.94765625
145.0000002,-42.9999998,19769.419895973802
147.0000002,-42.9999998,1934922.9802870748
145.0000002,-40.9999998,9164.652124023438
147.0000002,-40.9999998,530775.9679977417
145.0000002,-38.9999998,7992.750262832641
147.0000002,-38.9999998,132409.83039751052
147.0000002,-36.9999998,194788.18226013184
149.0000002,-36.9999998,198664.95529346465
347.0000002,-36.9999998,247.81835327148437
17.0000002,-34.9999998,4682225.4
19.0000002,-34.9999998,20596102.316796873
21.0000002,-34.9999998,1948293.840625
23.0000002,-34.9999998,1117867.9360595704
25.0000002,-34.9999998,719279.528125
115.0000002,-34.9999998,15899.553491210938
117.0000002,-34.9999998,3310.238983154297
145.0000002,-34.9999998,40795.7810546875
147.0000002,-34.9999998,327342.55649414065
149.0000002,-34.9999998,1739094.4327758788
151.0000002,-34.9999998,1763024.69140625
287.0000002,-34.9999998,73263.383203125
17.0000002,-32.9999998,5519531.058203124
19.0000002,-32.9999998,34691586.95376587
21.0000002,-32.9999998,2223139.1755615235
23.0000002,-32.9999998,869655.4189453125
25.0000002,-32.9999998,6069278.70859375
27.0000002,-32.9999998,481486.55300292966
115.0000002,-32.9999998,3433286.3938995358
119.0000002,-32.9999998,677.3041725158691
121.0000002,-32.9999998,6973.400197792053
123.0000002,-32.9999998,153.2085620880127
127.00000019999999,-32.9999998,25.509526443481448
131.0000002,-32.9999998,1.1918626070022582
133.0000002,-32.9999998,7255.4169802904125
135.0000002,-32.9999998,1978.7300832748413
145.0000002,-32.9999998,4334.412661743164
147.0000002,-32.9999998,77959.13440551757
149.0000002,-32.9999998,486197.60974121094
151.0000002,-32.9999998,3794807.4301269534
287.0000002,-32.9999998,77612.2578125
289.0000002,-32.9999998,1010148.060546875
17.0000002,-30.9999998,246648.18268623351
19.0000002,-30.9999998,345151.0550445557
21.0000002,-30.9999998,4417.110104370117
23.0000002,-30.9999998,108843.32250976562
25.0000002,-30.9999998,159920.98471679687
27.0000002,-30.9999998,1284428.797265625
29.0000002,-30.9999998,522973.27499999997
115.0000002,-30.9999998,4333670.3908842085
119.0000002,-30.9999998,5358.412245559693
121.0000002,-30.9999998,159293.9452184677
123.0000002,-30.9999998,533.7117172241211
127.00000019999999,-30.9999998,60.01941833496094
129.0000002,-30.9999998,151.49556465148925
131.0000002,-30.9999998,48.69340209960937
133.0000002,-30.9999998,546.120138835907
135.0000002,-30.9999998,62.006008338928225
145.0000002,-30.9999998,4676.660720062257
147.0000002,-30.9999998,5334.915515136719
151.0000002,-30.9999998,19706.614355468748
159.0000002,-30.9999998,1652.3676475524903
287.0000002,-30.9999998,82222.54667968751
289.0000002,-30.9999998,380270.8080078125
293.0000002,-30.9999998,13680.28515625
15.000000199999999,-28.9999998,41300.21674804687
17.0000002,-28.9999998,432815.37988433836
19.0000002,-28.9999998,21921.228482055663
21.0000002,-28.9999998,12137.524945068359
23.0000002,-28.9999998,42642.33522949219
25.0000002,-28.9999998,2129141.3977539064
27.0000002,-28.9999998,6998763.728515625
29.0000002,-28.9999998,944329.828125
113.0000002,-28.9999998,1209.736865234375
115.0000002,-28.9999998,253806.57080917357
117.0000002,-28.9999998,130.57686920166014
119.0000002,-28.9999998,155.20241012573243
121.0000002,-28.9999998,513.4265223026275
123.0000002,-28.9999998,98.53543872833251
151.0000002,-28.9999998,31852.101025390624
289.0000002,-28.9999998,253258.4908203125
293.0000002,-28.9999998,25364.1173828125
295.0000002,-28.9999998,17663.066015625
297.0000002,-28.9999998,20005.8873046875
17.0000002,-26.9999998,93.9689956665039
21.0000002,-26.9999998,11268.978952026368
25.0000002,-26.9999998,281225.883203125
27.0000002,-26.9999998,827923.69296875
113.0000002,-26.9999998,5318.554359769821
115.0000002,-26.9999998,973.9384240150451
117.0000002,-26.9999998,2163.4093297958375
119.0000002,-26.9999998,758.4577835083008
133.0000002,-26.9999998,31.06334648132324
135.0000002,-26.9999998,81.79820709228515
137.0000002,-26.9999998,31.358466720581053
151.0000002,-26.9999998,22446.55576171875
153.0000002,-26.9999998,107598.58046875
215.0000002,-26.9999998,862.907373046875
251.0000002,-26.9999998,39969.939160156246
293.0000002,-26.9999998,22093.075
295.0000002,-26.9999998,1236503.2193359376
297.0000002,-26.9999998,13010.0146484375
29.0000002,-24.9999998,3194205.2109375
31.000000200000002,-24.9999998,734273.64697265625
43.0000002,-24.9999998,281294.12265625
45.0000002,-24.9999998,2792901.23671875
47.0000002,-24.9999998,710636.4591308594
113.0000002,-24.9999998,27.216597700119017
117.0000002,-24.9999998,79.84501113891602
119.0000002,-24.9999998,54.06444129943847
133.0000002,-24.9999998,2314.670897960663
135.0000002,-24.9999998,437.0841915130615
149.0000002,-24.9999998,7687.132000732422
151.0000002,-24.9999998,129180.25722274781
153.0000002,-24.9999998,43475.66840820312
293.0000002,-24.9999998,6923.9783203125
295.0000002,-24.9999998,10615.3849609375
307.0000002,-24.9999998,293512.9984375
309.0000002,-24.9999998,27319.23046875
45.0000002,-22.9999998,1282714.29609375
47.0000002,-22.9999998,3854527.6109375
113.0000002,-22.9999998,321.41978950500487
117.0000002,-22.9999998,4676.492630004883
119.0000002,-22.9999998,617.9367370605469
133.0000002,-22.9999998,60934.87241268158
135.0000002,-22.9999998,823.2949234008788
143.0000002,-22.9999998,29.876300048828124
149.0000002,-22.9999998,35754.35429992676
151.0000002,-22.9999998,145908.65930976867
165.0000002,-22.9999998,548997.175
167.0000002,-22.9999998,147453.13359375
209.0000002,-22.9999998,5151.62802734375
211.0000002,-22.9999998,3101.89599609375
225.0000002,-22.9999998,1093.990380859375
299.0000002,-22.9999998,21259.883447265624
301.0000002,-22.9999998,15219.199169921874
307.0000002,-22.9999998,4236959.241601562
309.0000002,-22.9999998,5674035.290625
319.0000002,-22.9999998,65363.2828125
45.0000002,-20.9999998,1336869.590234375
47.0000002,-20.9999998,12955570.753125
49.0000002,-20.9999998,256941.73876953125
55.0000002,-20.9999998,2620312.7296875
57.0000002,-20.9999998,3680117.9933593753
117.0000002,-20.9999998,11929.629254174233
119.0000002,-20.9999998,33749.69258422852
129.0000002,-20.9999998,9.93701629638672
141.0000002,-20.9999998,757.3846954345703
143.0000002,-20.9999998,993.6277004241944
163.0000002,-20.9999998,58133.45068359374
165.0000002,-20.9999998,271187.3916015625
167.0000002,-20.9999998,28865.8271484375
181.0000002,-20.9999998,1117.386584472656
221.0000002,-20.9999998,149.4980499267578
295.0000002,-20.9999998,24414.56875
299.0000002,-20.9999998,16945.800439453124
301.0000002,-20.9999998,6518.8072509765625
307.0000002,-20.9999998,242024.61562499998
309.0000002,-20.9999998,1017584.0859375
313.0000002,-20.9999998,1200592.6521484372
315.0000002,-20.9999998,10486957.090625001
317.0000002,-20.9999998,9924934.10625
319.0000002,-20.9999998,12031889.46171875
45.0000002,-18.9999998,4908093.838476563
47.0000002,-18.9999998,36294595.1546875
49.0000002,-18.9999998,4054668.8076171875
63.0000002,-18.9999998,130159.97812500001
125.0000002,-18.9999998,27.73239402770996
127.00000019999999,-18.9999998,1934.2452243804933
129.0000002,-18.9999998,317.8912414550781
141.0000002,-18.9999998,99.55807266235352
143.0000002,-18.9999998,112.10272369384765
177.0000002,-18.9999998,300656.6439453125
179.0000002,-18.9999998,97715.7921875
181.0000002,-18.9999998,4621.931909179688
293.0000002,-18.9999998,148646.678125
295.0000002,-18.9999998,1194656.8560546874
297.0000002,-18.9999998,929853.1758789063
299.0000002,-18.9999998,87716.87163085937
301.0000002,-18.9999998,18599.838110351564
307.0000002,-18.9999998,18098.65390625
309.0000002,-18.9999998,851310.2618164063
311.0000002,-18.9999998,4714099.472851563
313.0000002,-18.9999998,2246224.8735351562
315.0000002,-18.9999998,35590275.27431641
317.0000002,-18.9999998,10808136.71796875
319.0000002,-18.9999998,4348632.970117187
35.0000002,-16.9999998,385843.225
37.0000002,-16.9999998,1291608.3125976562
39.0000002,-16.9999998,2343457.336035156
43.0000002,-16.9999998,197979.01748046876
45.0000002,-16.9999998,2903341.3001953126
47.0000002,-16.9999998,7443833.498437501
49.0000002,-16.9999998,7612008.212231445
127.00000019999999,-16.9999998,548.4748958587646
