x,y,value
287.0000002,-55,15513.270797729492
289.0000002,-55,12934.264430999756
287.0000002,-52.9999998,31516.8994140625
289.0000002,-52.9999998,14791.6474609375
285.0000002,-46.9999998,8499.467376708984
287.0000002,-46.9999998,28419.14520263672
289.0000002,-46.9999998,3180.5010375976562
285.0000002,-44.9999998,7779.178352355957
287.0000002,-44.9999998,55911.599060058594
289.0000002,-44.9999998,4312.325378417969
147.0000002,-42.9999998,3.2051751613616943
169.0000002,-42.9999998,2497.8879165649414
171.0000002,-42.9999998,363998.3908691406
173.0000002,-42.9999998,1376412.6531311274
145.0000002,-40.9999998,20277.08257293701
147.0000002,-40.9999998,2641.770453929901
171.0000002,-40.9999998,43051.30990982056
173.0000002,-40.9999998,472972.4924316406
175.0000002,-40.9999998,1319985.5199165344
141.0000002,-38.9999998,59271.484619140625
143.0000002,-38.9999998,247419.8018798828
145.0000002,-38.9999998,1245133.5311632156
147.0000002,-38.9999998,4735.612370014191
173.0000002,-38.9999998,394787.0616455078
175.0000002,-38.9999998,375381.59088134766
177.0000002,-38.9999998,34668.78369140625
137.0000002,-36.9999998,64.06995487213135
139.0000002,-36.9999998,27411.098526000977
141.0000002,-36.9999998,114272.91333007812
143.0000002,-36.9999998,128002.56188964844
145.0000002,-36.9999998,3134947.625
17.0000002,-34.9999998,301635.09375
19.0000002,-34.9999998,2832193.417236328
21.0000002,-34.9999998,536548.265625
23.0000002,-34.9999998,375873.88302612305
25.0000002,-34.9999998,268771.2412109375
115.0000002,-34.9999998,19571.663177490234
117.0000002,-34.9999998,69277.70524597168
119.0000002,-34.9999998,428.46963143348694
121.0000002,-34.9999998,15.207794189453125
123.0000002,-34.9999998,1.0746184587478638
135.0000002,-34.9999998,20246.63764667511
137.0000002,-34.9999998,113131.4582901001
139.0000002,-34.9999998,20107.458984375
17.0000002,-32.9999998,926942.49609375
19.0000002,-32.9999998,7115566.598022461
21.0000002,-32.9999998,674735.4357147217
23.0000002,-32.9999998,338524.10876464844
25.0000002,-32.9999998,4623873.202392578
27.0000002,-32.9999998,1721435.2585449219
29.0000002,-32.9999998,163213.58642578125
115.0000002,-32.9999998,778416.6726531982
117.0000002,-32.9999998,3570.9638671875
121.0000002,-32.9999998,12803.92798423767
123.0000002,-32.9999998,596.8226981163025
127.00000019999999,-32.9999998,7.90153431892395
131.0000002,-32.9999998,1.962820291519165
133.0000002,-32.9999998,8750.175343990326
135.0000002,-32.9999998,5077.0742683410645
137.0000002,-32.9999998,1652.2394676208496
145.0000002,-32.9999998,42.06885528564453
305.0000002,-32.9999998,52596.47265625
307.0000002,-32.9999998,1059355.8126220703
23.0000002,-30.9999998,6461.8726806640625
25.0000002,-30.9999998,2469.653076171875
29.0000002,-30.9999998,4620009.24609375
31.000000200000002,-30.9999998,3170062.96875
117.0000002,-30.9999998,3704.5764770507812
119.0000002,-30.9999998,286.23572540283203
127.00000019999999,-30.9999998,59.21462345123291
129.0000002,-30.9999998,180.85796415805817
131.0000002,-30.9999998,1636.2694150209427
133.0000002,-30.9999998,1280.90161216259
135.0000002,-30.9999998,68.52274894714355
139.0000002,-30.9999998,49.064149379730225
141.0000002,-30.9999998,149.19485330581665
143.0000002,-30.9999998,1032.4307250976562
145.0000002,-30.9999998,2770.104679107666
305.0000002,-30.9999998,33421.01953125
307.0000002,-30.9999998,2451081.7651367188
309.0000002,-30.9999998,3754889.436279297
25.0000002,-28.9999998,30382.4765625
27.0000002,-28.9999998,741243.29296875
29.0000002,-28.9999998,7069661.953125
31.000000200000002,-28.9999998,32391017.4921875
121.0000002,-28.9999998,92.19196701049805
131.0000002,-28.9999998,20.661055028438568
133.0000002,-28.9999998,188.8960553407669
135.0000002,-28.9999998,509.55826139450073
137.0000002,-28.9999998,155.0412313938141
139.0000002,-28.9999998,183.53630542755127
141.0000002,-28.9999998,328.24191522598267
143.0000002,-28.9999998,505.80162143707275
145.0000002,-28.9999998,505.01305389404297
151.0000002,-28.9999998,23263.608764648438
153.0000002,-28.9999998,343044.1416015625
167.0000002,-28.9999998,9262.00390625
289.0000002,-28.9999998,79674.511962890625
291.0000002,-28.9999998,41253.84313964844
293.0000002,-28.9999998,5820.00244140625
307.0000002,-28.9999998,881802.5390625
309.0000002,-28.9999998,1871149.875
23.0000002,-26.9999998,58602.990234375
25.0000002,-26.9999998,1519591.3818359375
27.0000002,-26.9999998,25855640.126953125
29.0000002,-26.9999998,2630424.6010742188
31.000000200000002,-26.9999998,157263.390625
121.0000002,-26.9999998,245.5420787334442
123.0000002,-26.9999998,162.4078438282013
125.0000002,-26.9999998,153.3043098449707
127.00000019999999,-26.9999998,3064.34530377388
129.0000002,-26.9999998,2272.601415872574
131.0000002,-26.9999998,1.9474154710769653
133.0000002,-26.9999998,3001.0831648111343
135.0000002,-26.9999998,1177.3455982208252
137.0000002,-26.9999998,484.5425868034363
139.0000002,-26.9999998,434.0297350883484
141.0000002,-26.9999998,587.0480213165283
143.0000002,-26.9999998,2907.641128063202
145.0000002,-26.9999998,633.0747995376587
149.0000002,-26.9999998,2243.963592529297
151.0000002,-26.9999998,251537.75091552734
153.0000002,-26.9999998,1547912.769897461
215.0000002,-26.9999998,975.58819580078125
251.0000002,-26.9999998,4246.57568359375
289.0000002,-26.9999998,251580.47045898438
291.0000002,-26.9999998,470186.01554870605
293.0000002,-26.9999998,6932.582458496094
23.0000002,-24.9999998,119868.2041015625
25.0000002,-24.9999998,3216824.1708984375
27.0000002,-24.9999998,13156949.094970703
29.0000002,-24.9999998,7612113.125
31.000000200000002,-24.9999998,1378223.2081298828
113.0000002,-24.9999998,15327.255353927612
115.0000002,-24.9999998,114.341956615448
119.0000002,-24.9999998,37.70765781402588
121.0000002,-24.9999998,510.29748916625977
123.0000002,-24.9999998,708.2500953674316
125.0000002,-24.9999998,296.09749960899353
127.00000019999999,-24.9999998,4389.892144203186
129.0000002,-24.9999998,2144.253927230835
131.0000002,-24.9999998,1038.6281490325928
133.0000002,-24.9999998,6255.128442287445
135.0000002,-24.9999998,1822.4004962444305
137.0000002,-24.9999998,125.82621812820435
139.0000002,-24.9999998,384.68158435821533
141.0000002,-24.9999998,519.0615377426147
143.0000002,-24.9999998,327.4962511062622
289.0000002,-24.9999998,16230.359741210938
291.0000002,-24.9999998,682757.6946411133
293.0000002,-24.9999998,107785.62185668945
305.0000002,-24.9999998,158359.828125
307.0000002,-24.9999998,314410.49609375
23.0000002,-22.9999998,11035.99169921875
25.0000002,-22.9999998,149722.1064453125
27.0000002,-22.9999998,128687.62744140625
29.0000002,-22.9999998,3327309.6435546875
31.000000200000002,-22.9999998,1447275.5846557617
33.0000002,-22.9999998,70496.8955078125
43.0000002,-22.9999998,15677.9248046875
113.0000002,-22.9999998,1247.597505569458
115.0000002,-22.9999998,2268.009382247925
117.0000002,-22.9999998,34776.932413101196
119.0000002,-22.9999998,52649.75107383728
121.0000002,-22.9999998,3948.535099029541
123.0000002,-22.9999998,1741.6176149845123
125.0000002,-22.9999998,518.2685952484608
127.00000019999999,-22.9999998,1512.239873111248
129.0000002,-22.9999998,2794.074430719018
131.0000002,-22.9999998,11037.045982554555
133.0000002,-22.9999998,131245.46711444855
135.0000002,-22.9999998,4294.754860877991
137.0000002,-22.9999998,148.14776849746704
139.0000002,-22.9999998,10.8858003616333
147.0000002,-22.9999998,6675.053665161133
209.0000002,-22.9999998,3156.250732421875
211.0000002,-22.9999998,3008.695068359375
291.0000002,-22.9999998,113113.4164428711
293.0000002,-22.9999998,5793.469055175781
295.0000002,-22.9999998,30752.54296875
297.0000002,-22.9999998,10299.857788085938
299.0000002,-22.9999998,5909.395568847656
303.0000002,-22.9999998,958280.32763671875
305.0000002,-22.9999998,3635251.7338867188
307.0000002,-22.9999998,3857891.708984375
309.0000002,-22.9999998,1366258.16015625
25.0000002,-20.9999998,17865.609375
27.0000002,-20.9999998,536195.060546875
29.0000002,-20.9999998,1121374.015625
31.000000200000002,-20.9999998,2363939.60546875
33.0000002,-20.9999998,2553236.2158203125
35.0000002,-20.9999998,39466.595703125
113.0000002,-20.9999998,6281.140869140625
115.0000002,-20.9999998,5772.054865062237
117.0000002,-20.9999998,99513.01218885183
119.0000002,-20.9999998,88497.7553100586
121.0000002,-20.9999998,1723.698751449585
123.0000002,-20.9999998,350.5006284713745
129.0000002,-20.9999998,369.50243949890137
131.0000002,-20.9999998,383.950496673584
133.0000002,-20.9999998,5990.437335014343
135.0000002,-20.9999998,5048.773547172546
137.0000002,-20.9999998,1174.3235492706299
139.0000002,-20.9999998,19747.640070915222
141.0000002,-20.9999998,54.063514709472656
145.0000002,-20.9999998,9057.746170043945
147.0000002,-20.9999998,13539.048522949219
149.0000002,-20.9999998,124628.91076540947
181.0000002,-20.9999998,2158.706512451172
291.0000002,-20.9999998,19852.538635253906
293.0000002,-20.9999998,3303.765380859375
295.0000002,-20.9999998,56543.4375
297.0000002,-20.9999998,13039.643859863281
299.0000002,-20.9999998,26164.847229003906
301.0000002,-20.9999998,1306.4004974365234
303.0000002,-20.9999998,215830.84692382812
305.0000002,-20.9999998,5811290.432861328
307.0000002,-20.9999998,613779.6690673828
309.0000002,-20.9999998,2671207.7734375
311.0000002,-20.9999998,517686.78125
23.0000002,-18.9999998,2893.85791015625
25.0000002,-18.9999998,122797.39599609375
27.0000002,-18.9999998,531417.05908203125
29.0000002,-18.9999998,1401160.2734375
31.000000200000002,-18.9999998,1250762.5390625
33.0000002,-18.9999998,2309102.36328125
35.0000002,-18.9999998,430056.375
119.0000002,-18.9999998,62.2748144865036
121.0000002,-18.9999998,1412.2310333251953
123.0000002,-18.9999998,29.292848587036133
129.0000002,-18.9999998,39.288079261779785
131.0000002,-18.9999998,98.34752655029297
135.0000002,-18.9999998,128.81155014038086
137.0000002,-18.9999998,787.3380346298218
139.0000002,-18.9999998,741.7428855895996
141.0000002,-18.9999998,588.6482315063477
143.0000002,-18.9999998,903.3189430236816
145.0000002,-18.9999998,16802.647422790527
147.0000002,-18.9999998,186282.1096315384
177.0000002,-18.9999998,495791.17578125
179.0000002,-18.9999998,167234.56860351562
181.0000002,-18.9999998,10715.068359375
215.0000002,-18.9999998,68.97602570056915
293.0000002,-18.9999998,217058.10546875
297.0000002,-18.9999998,5833.37548828125
299.0000002,-18.9999998,13973.425872802734
301.0000002,-18.9999998,47309.57534790039
303.0000002,-18.9999998,4240.376937866211
305.0000002,-18.9999998,331087.3375854492
307.0000002,-18.9999998,125338.84484863281
309.0000002,-18.9999998,38894.40625
311.0000002,-18.9999998,14615.23828125
21.0000002,-16.9999998,203879.35498046875
23.0000002,-16.9999998,649521.5
25.0000002,-16.9999998,986898.3134765625
27.0000002,-16.9999998,1731252.865234375
29.0000002,-16.9999998,1264004.4609375
31.000000200000002,-16.9999998,781705.390625
33.0000002,-16.9999998,1110839.2021484375
35.0000002,-16.9999998,9435856.46484375
37.0000002,-16.9999998,1303053.046875
43.0000002,-16.9999998,4678.686279296875
45.0000002,-16.9999998,427652.4267578125
47.0000002,-16.9999998,1044200.16015625
49.0000002,-16.9999998,838337.884765625
